,TCHWSChi,TZone_cor,TZone_eas,TZone_nor,TZone_set,TZone_sou,TZone_wes,T_oa,T_sa,dpCHWS,dpSA,ice_mode,power,soc
17987097.6,-3.0767187440994235,24.755521997087214,24.99614294369991,24.780908334288597,30.0,24.966523873099618,25.128457651220117,19.034654049524022,10.959655998736878,999.9995490733418,-0.006042331893695518,2.0,10023.333327680855,0.33928860500317487
17987443.2,-3.076718739404555,24.75339995667349,24.993017500948156,24.77840760629897,30.0,24.95758349228555,25.12464923736212,19.091989272381454,10.97194596706612,999.9995490733418,-0.006429864355595782,2.0,10120.19422342603,0.34271693152691207
17987788.8,-1.1982365412435456,24.751014078554533,24.989796205087885,24.77601163524963,30.0,24.948250697789206,25.120719241743416,19.15383594666679,10.984572855854424,999.9995490733418,-0.006842862901976332,2.0,5472.3775466899,0.3442398382155811
17988134.4,-3.0767167459338225,24.74858427506365,24.98666581696409,24.773862484767506,30.0,24.9392037074241,25.116820504410953,19.2176662552385,10.9975341791299,999.9995490733418,-0.007207600283436477,2.0,10120.195425410437,0.3474997198292875
17988480.0,-3.076718723801264,24.746431588707253,24.983892304147616,24.772138632001884,30.0,24.93124283437237,25.113181258572354,19.280952380952385,11.0108353488651,999.9995490733418,-0.007479022577172145,2.0,10120.19423283404,0.35092804615879725
17988825.6,-3.0767187196940426,24.744788698969387,24.98165026610701,24.770922736468435,30.0,24.924954237663428,25.109958807461965,19.341166506666923,11.02444283796217,999.9995490733418,-0.007633573157363571,2.0,10120.19423531051,0.35435637266050174
17989171.2,-3.0154385108380666,24.743801914544974,24.980050063889564,24.77025282119223,30.0,24.92078835992112,25.107253797881185,19.39578081523854,11.038334229410793,999.9995490733418,-0.007664040429517627,2.0,8704.918182153993,0.3577225402221667
17989516.8,-3.0767199419044005,24.743546194733142,24.97919504954399,24.770170302033478,30.0,24.918866594750796,25.10515354353788,19.44534001371437,11.052511660084008,999.9995490733418,-0.0076379671663744375,2.0,10120.193498365661,0.3611453769697965
17989862.4,-3.0767187051402516,24.74375632155352,24.979009640104834,24.770638670202857,30.0,24.91798016546045,25.103557519317008,19.493698267428897,11.06698144306597,999.9995490733418,-0.007650881118024699,2.0,10120.194244085871,0.3645737035650139
17990208.0,-3.0767186994777944,24.744175916569077,24.97930784484538,24.771555241349404,30.0,24.91748399560504,25.102277990980326,19.54188799999997,11.08172239544541,999.9995490733418,-0.007698115630773827,2.0,10120.194247500103,0.3680020300441774
17990553.6,-2.804678783485656,24.744698305179384,24.979977797456627,24.772838768347924,30.0,24.917217662384132,25.101214429482866,19.590920338285912,11.096706432696351,999.9995490733418,-0.007773973033181392,2.0,8221.447703154374,0.3711544219155817
17990899.2,-3.0767211376618206,24.745299047708386,24.981012264195556,24.774485108021736,30.0,24.917181168484376,25.10035390983569,19.641806409143328,11.111944610702494,999.9995490733418,-0.007872589427279308,2.0,10120.192777370848,0.3745583753767183
17991244.8,-3.0035756926616273,24.745984833675493,24.982504985526532,24.776512370835235,30.0,24.917412034305016,25.099702505802668,19.69555733942866,11.127431949316815,999.9995490733418,-0.007987678356585093,2.0,8676.958948316616,0.3779125112561059
17991590.4,-3.0767192091150832,24.74688453381077,24.98629528585883,24.779617284574613,30.0,24.9181202256932,25.099436515705747,19.753184256000395,11.143161706331114,999.9995490733418,-0.008112786686979234,2.0,10120.193940208774,0.381334285293944
17991936.0,-0.49658742681367585,24.74840079176539,24.99571552444519,24.78531546040921,30.0,24.919743912308036,25.099962374845973,19.81569828571429,11.159128045482703,999.9995490733418,-0.008292335478472523,2.0,4794.32154153955,0.382145480384687
17992281.6,-3.0767161044642535,24.750983981339573,25.012910992857314,24.794451197315254,30.0,24.92256462719132,25.101531792414733,19.88411055542889,11.17532618474553,999.9995490733418,-0.008479596304823644,2.0,10120.19581219118,0.38534235656646637
17992627.2,-3.076718665077408,24.75543498761283,25.039769244978572,24.807833030273116,30.0,24.927202235719562,25.104697265993877,19.95943219200069,11.19174969017223,999.9995490733418,-0.008565774012822658,2.0,10120.194268242056,0.3887706827773825
17992972.8,-0.8002583511753301,24.578556083860747,24.834511587760176,24.646208527866293,28.388212435582545,24.76830956042994,24.91637848241021,20.048223232000225,17.311431240700358,999.9995490733418,5.548127432630281,2.0,5071.71088062293,0.38988990155276865
17993318.4,0.00040633566612768846,24.475371522721275,24.809980278276782,24.587529300552887,26.834424797136762,24.72562897370159,24.851202979429615,20.181186121143867,22.584107207608383,82617.38685546239,9.523496248875745,2.0,2342.589391013953,0.3899695614329394
17993664.0,0.004916121168662357,24.470659550828714,24.844042129711966,24.59622138997173,27.690404233092693,24.738226666533592,24.846274426006403,20.35567542857143,22.153776511508795,81484.52284166781,31.555391601199517,1.0,1655.3342966419532,0.38996955771866537
17994009.6,0.48814923095358154,24.410533157541693,24.81746771486229,24.54987512667236,21.775423326899556,24.692717339448848,24.788305831818946,20.56309657600093,20.83741109456946,65065.93001761462,29.118556937159155,1.0,1661.7363972287228,0.38996955771585307
17994355.2,2.173878208212784,24.18490497700742,24.615405678516595,24.353854161024913,24.90253189024662,24.50119968483648,24.573951629811177,20.794854985144923,17.6275599928685,74750.56066952489,12.837506404292071,1.0,5087.478452240679,0.38996955754907414
17994700.8,1.1814636467161108,23.84421859986469,24.304081273498582,24.054217714287574,21.296797335055714,24.205983141449337,24.255213506170435,21.042356077714828,15.927598603334445,87516.53213451529,18.09684124060732,1.0,6311.4169629225535,0.38996955743581846
17995046.4,3.477379537969057,23.490320630602298,23.969708065034013,23.737950706279605,23.855300349286836,23.89083678745601,23.9194291485382,21.29700527543025,16.026939813937076,74171.78616744874,34.12213015316229,1.0,8673.245940248631,0.3899695571451271
17995392.0,5.850531086233389,23.15593393913076,23.636120802541484,23.428627123820036,23.20637540494522,23.579540952589355,23.588247976228445,21.550207999999998,16.53785495636629,86552.15047054767,69.76727005414432,1.0,12474.969255522976,0.3899695566425593
17995737.6,5.780104309626097,22.913795293204828,23.296769910440503,23.160494670214007,22.708940688229518,23.27150820407138,23.26943043220564,21.793369673143843,16.595282722507704,84863.32075548987,192.22604954516282,1.0,18071.898720981193,0.3899695561725884
17996083.2,4.624757201341538,23.023857361809064,23.385188067577474,23.232924241719047,24.669820227258185,23.323045657147304,23.33362965914978,22.017895716573264,14.06697119308933,88971.12691971805,296.0530802842113,1.0,15699.621278435508,0.3899695557050749
17996428.8,7.691572845311043,22.847799924419576,23.222862135122853,23.08014572323225,22.5496339686062,23.173830043251428,23.173257516487638,22.215303528944503,16.2765522499717,98723.89359959064,178.00311656434496,1.0,18274.14617267659,0.3899695551437038
17996774.4,4.726334901912878,23.14340992679024,23.498600107562936,23.349009874370495,25.65788072003619,23.406897222606915,23.424392231414572,22.397219450435955,11.219321845718923,115269.88561645849,250.33433616251568,1.0,10845.274306749374,0.3899695546239562
17997120.0,2.375450835126742,23.196136473523268,23.802570585983972,23.47669921275491,26.810237360852852,23.618509817857216,23.641034903733043,22.57577639751554,9.86545363688947,99866.90802058845,174.43396926939022,1.0,9305.26120975496,0.3899695543720844
17997465.6,1.6154268378354573,23.227836410218345,23.843153190967485,23.510831838751244,27.154209781162194,23.66058356666838,23.675691611600314,22.75072708372744,9.918945933677549,109295.34895670251,126.29379037943727,1.0,9014.560008366941,0.38996955422199314
17997811.2,1.5237247368820022,23.265793131340274,23.889557409658607,23.55084633290477,23.17362415117327,23.700814800860826,23.715231257670098,22.921824222610155,10.434935584262178,104899.26850489201,89.9754710100242,1.0,8611.771333234703,0.3899695540854286
17998156.8,3.8517336677048775,23.2665499305848,23.873133319790952,23.55408974589477,22.359489957770222,23.70183871130223,23.70919938461651,23.08882052770224,13.12200478275588,98930.42648371495,18.425431305891834,1.0,10818.932014382759,0.3899695537606815
17998502.4,8.65877726514617,23.434425352255857,24.085720093793327,23.71840923241143,26.637870920959813,23.866167377133706,23.888222822091222,23.25146871254765,13.776720003609853,74824.48348892061,53.630036366274,1.0,7604.304096462644,0.38996955303134456
17998848.0,1.6975993135188219,23.387648720212837,24.015854547144386,23.677429243983227,25.095416328939166,23.825677236945012,23.835469762656373,23.409521490683233,10.8850734809443,71487.08936717932,37.42622361786198,1.0,8379.576131288513,0.3899695527263806
17999193.6,1.522002640549772,23.355471605355035,23.992972811681,23.656165579854928,25.921313327243524,23.804526364260425,23.811594592791096,23.562731575652833,11.053886097120824,75886.79638115439,30.739222595322644,1.0,8349.71370288796,0.3899695525892987
17999539.2,2.710059075555705,23.36499550911958,24.00691233132852,23.67162514312446,26.675400910395012,23.819751065642663,23.825115581606212,23.710851680995063,11.365438927074479,93480.51435968681,27.717687915908755,1.0,8497.299432604274,0.38996955235721115
17999884.8,5.220050523124371,23.414969675384725,24.06155541460828,23.723757021947506,24.693118478032943,23.871475533217847,23.87717578061006,23.85363452024876,12.317075814875977,93650.57385393762,26.30228468470159,1.0,8384.54716584628,0.3899695519119408
18000230.4,3.1089772088492964,23.388455430535544,24.015554269335837,23.704290088496236,21.296953484748087,23.851793801054953,23.848822762200882,23.98029868978739,10.434178425238883,102468.7809302524,25.627585234877188,3.0,2598.612671673672,0.3865250986363183
18000576.0,3.320971979566025,23.36215546085623,23.978698024306027,23.690208081477977,22.636479428978987,23.837087057438907,23.827544420284084,24.06157741693363,11.504616228102009,113116.07389371016,12.569513263268163,3.0,2646.3413238264625,0.3831550915345766
18000921.6,2.919725614633137,23.434962619108433,23.96861616872519,23.77546436757831,25.248783974243622,23.897584258287964,23.893797528100094,24.10564864246055,11.560636770715632,81491.84047860792,32.645341961615486,3.0,2553.3465644282765,0.3796832398162673
18001267.2,2.820419402919697,23.538562812201405,24.142742355508858,23.86966798242935,25.598916515917438,24.011306794124494,24.002351842283417,24.12353249221428,11.852547895274256,70454.87760846561,29.23907968228741,3.0,2512.9038483013237,0.37651675834681564
